"id","homeDescriptorId","linkedDescriptorIds","name","description","sequenceOrder","difficultyStage","exampleOfSuccess","commonError","checkpointTask","isOptional","isArchived","ownerTier","copiedFromId","equivalentToId","suppressedByTeacher","icReadinessStatus","aiQualityFlags","reviewNotes"
"","AC9M6ST01","[]","Find the range of a data set","Student can find the range of a numerical data set.","1","early","The student finds the range as the difference between the highest and lowest values.","Student gives the highest value, or counts the data points.","Give numerical data sets. Ask the student to find the range of each.","False","False","system_default","","","False","pending_review","",""
"","AC9M6ST01","[]","Compare distributions by mode and range","Student can compare two data sets in terms of mode and range.","2","middle","The student says one class has a higher mode but a smaller range.","Student compares single values without using mode or range.","Give two data sets. Ask the student to compare them by mode and range.","False","False","system_default","","","False","pending_review","",""
"","AC9M6ST01","[]","Use a comparative display","Student can use a side-by-side display to compare two data sets.","3","middle","The student makes a side-by-side column graph to compare two groups.","Student makes separate displays that cannot be easily compared.","Give two data sets. Ask the student to make a comparative display.","False","False","system_default","","","False","pending_review","",""
"","AC9M6ST01","[]","Compare the shape of distributions","Student can compare the shape of two distributions in context.","4","late","The student says one data set is spread out while the other is bunched.","Student reads single values without describing the shape.","Show two distributions. Ask the student to compare their shapes.","False","False","system_default","","","False","pending_review","",""
"","AC9M6ST02","[]","Identify a statistical argument in the media","Student can identify a statistically informed argument in traditional or digital media.","1","early","The student points out a claim in an article backed by a graph.","Student cannot separate the statistical claim from the rest of the text.","Show a media item with statistics. Ask the student to identify the statistical argument.","False","False","system_default","","","False","pending_review","",""
"","AC9M6ST02","[]","Spot a misleading data representation","Student can identify a potentially misleading data representation.","2","middle","The student notices a graph with a truncated axis exaggerates a difference.","Student takes the display at face value without questioning it.","Show data displays including misleading ones. Ask the student which might mislead and why.","False","False","system_default","","","False","pending_review","",""
"","AC9M6ST02","[]","Critique a method or conclusion","Student can discuss and critique the methods or conclusions in a statistical report.","3","middle","The student questions whether a small sample supports a broad conclusion.","Student accepts the conclusion without considering the method.","Show a statistical claim. Ask the student to critique the method or conclusion.","False","False","system_default","","","False","pending_review","",""
"","AC9M6ST02","[]","Evaluate a data representation","Student can evaluate how well a representation supports an argument.","4","late","The student says the graph supports the claim but a different scale would change the impression.","Student evaluates the claim without reference to the representation.","Show an argument and its display. Ask the student to evaluate how well they match.","False","False","system_default","","","False","pending_review","",""
"","AC9M6ST03","[]","Pose and refine a question","Student can pose and refine a question for a statistical investigation.","1","early","The student narrows a broad question into one that can be answered with data.","Student poses a question that cannot be answered by collecting data.","Ask the student to pose and refine a question for an investigation.","False","False","system_default","","","False","pending_review","",""
"","AC9M6ST03","[]","Collect relevant data","Student can collect relevant data for their investigation, using suitable tools.","2","middle","The student uses a spreadsheet to record collected data.","Student collects data that does not address the question.","Have the student collect data for a planned investigation.","False","False","system_default","","","False","pending_review","",""
"","AC9M6ST03","[]","Analyse and interpret the data","Student can analyse and interpret their investigation data.","3","middle","The student finds the mode and range and describes the distribution.","Student reports raw data without analysing it.","Ask the student to analyse their investigation data.","False","False","system_default","","","False","pending_review","",""
"","AC9M6ST03","[]","Communicate the findings","Student can communicate the findings within the context of the investigation.","4","late","The student reports what the data shows about the original question.","Student reports numbers without answering the question.","After the investigation, ask the student what the data shows about the question.","False","False","system_default","","","False","pending_review","",""
