"id","homeDescriptorId","linkedDescriptorIds","name","description","sequenceOrder","difficultyStage","exampleOfSuccess","commonError","checkpointTask","isOptional","isArchived","ownerTier","copiedFromId","equivalentToId","suppressedByTeacher","icReadinessStatus","aiQualityFlags","reviewNotes"
"","AC9M1ST01","[]","Sort objects into categories","Student can sort a collection of objects into categories, which is the basis of categorical data.","1","early","The student sorts a mixed set of blocks into colours: red, blue and green piles.","Student sorts inconsistently, putting an object in the wrong group or making overlapping groups.","Give the student a mixed collection. Ask them to sort it into clear groups and name each group.","False","False","system_default","","","False","pending_review","",""
"","AC9M1ST01","[]","Record data in a list","Student can record collected information as a simple list.","2","early","Asked about pets, the student writes a list: dog, cat, dog, fish, cat.","Student records only some responses, or writes counts before any data is collected.","Ask the student a simple question of the class and have them record the answers as a list.","False","False","system_default","","","False","pending_review","",""
"","AC9M1ST01","[]","Record data with tally marks","Student can record data using tally marks while counting or observing.","3","middle","Counting cars going past, the student makes a tally mark for each one and groups them in fives.","Student writes numerals instead of tallies, or forgets to mark the fifth tally across the group.","Have the student tally a set of items or events as they occur. Check the tallies match the count.","False","False","system_default","","","False","pending_review","",""
"","AC9M1ST01","[]","Collect data to answer a question","Student can collect data to answer a simple question of interest.","4","middle","To find the favourite fruit in the group, the student asks each person and records their answer.","Student collects data that does not match the question, or asks only some of the group.","Pose a simple question (favourite colour, how we get to school). Ask the student to collect the data.","False","False","system_default","","","False","pending_review","",""
"","AC9M1ST01","[]","Choose a way to record data","Student can choose a sensible way to record data, such as a list, tally or symbols.","5","middle","Asked to record how many of each pet, the student chooses a tally because it is quick while asking people.","Student picks a method that does not suit the data, or cannot say why they chose it.","Pose a data-collection task. Ask the student how they would record it and why.","False","False","system_default","","","False","pending_review","",""
"","AC9M1ST01","[]","Record data with symbols or digital tools","Student can record categorical data using symbols or a simple digital tool.","6","late","The student records weather each day with sun, cloud and rain symbols, or enters tallies into a class app.","Student uses symbols that do not consistently stand for one thing each.","Ask the student to record categorical data using a symbol key or a simple digital tool.","False","False","system_default","","","False","pending_review","",""
"","AC9M1ST02","[]","Make a one-to-one display with objects","Student can represent data with objects or drawings, using one object or drawing for each data value.","1","early","For pets in the class, the student places one block per child above the matching pet picture.","Student uses one object to stand for several values, breaking the one-to-one match.","Give the student sorted data. Ask them to show it with one object per value above each category.","False","False","system_default","","","False","pending_review","",""
"","AC9M1ST02","[]","Create a pictograph","Student can create a pictograph where each picture stands for one item.","2","early","The student draws one apple per child who chose apple, in a row beside the fruit name.","Student draws pictures of different sizes or spacing so the rows cannot be fairly compared.","Ask the student to turn sorted data into a pictograph with one picture per value.","False","False","system_default","","","False","pending_review","",""
"","AC9M1ST02","[]","Read a one-to-one display","Student can read a pictograph or one-to-one display and say how many are in each category.","3","middle","Looking at a pictograph, the student says 5 children chose dogs and 3 chose cats.","Student miscounts the pictures, or reads the longest row as the category without counting.","Show the student a pictograph. Ask how many are in each category.","False","False","system_default","","","False","pending_review","",""
"","AC9M1ST02","[]","Translate data between forms","Student can translate data from a list or display into a tally chart, or the reverse.","4","middle","Given a list of votes, the student makes a matching tally chart with the right totals.","Student loses or double-counts values when moving between forms.","Give the student data as a list. Ask them to make a matching tally chart.","False","False","system_default","","","False","pending_review","",""
"","AC9M1ST02","[]","Compare categories using frequencies","Student can compare categories by their counts, saying which has the most or least and how many more.","5","middle","From a display, the student says dogs got the most, fish the least, and there were two more dogs than cats.","Student compares by row length by eye without counting, or cannot work out the difference between two counts.","Show a display. Ask which category has most and least, and how many more one has than another.","False","False","system_default","","","False","pending_review","",""
"","AC9M1ST02","[]","Discuss what the data shows","Student can discuss the findings from a display, using it to answer the original question.","6","late","The student says the data shows most of the class walks to school, so walking is the most common way.","Student describes single counts without using them to answer the question that was asked.","After the student makes a display, ask what it tells them about the original question.","False","False","system_default","","","False","pending_review","",""
