"id","homeDescriptorId","linkedDescriptorIds","name","description","sequenceOrder","difficultyStage","exampleOfSuccess","commonError","checkpointTask","isOptional","isArchived","ownerTier","copiedFromId","equivalentToId","suppressedByTeacher","icReadinessStatus","aiQualityFlags","reviewNotes"
"","AC9M5N01","[]","Read a decimal to thousandths","Student can read a decimal number with up to three decimal places.","1","early","Shown 4.205, the student reads 'four and two hundred and five thousandths'.","Student reads the decimal part as a whole number, saying 'four point two hundred and five'.","Show decimals to thousandths. Ask the student to read each.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N01","[]","Compare two decimals","Student can compare two decimals including numbers greater than one.","2","middle","The student says 3.7 is greater than 3.07.","Student says the decimal with more digits is larger, calling 3.07 bigger than 3.7.","Give pairs of decimals. Ask the student which is larger and how they know.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N01","[]","Order decimals","Student can order a set of decimals from smallest to largest.","3","middle","Given 0.5, 0.45, 0.405, the student orders 0.405, 0.45, 0.5.","Student orders by the length of the decimal rather than the value.","Give several decimals. Ask the student to order them.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N01","[]","Locate a decimal on a number line","Student can locate a decimal on a number line.","4","middle","The student marks 2.6 between 2 and 3, six tenths along.","Student places decimals without using equal intervals.","Give a number line. Ask the student to mark several decimals.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N01","[]","Rename a decimal","Student can rename a decimal to help with mental computation.","5","late","The student renames 1.5 as 15 tenths.","Student cannot rename across place values.","Pose decimals. Ask the student to rename each a different way.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N02","[]","List the factors of a number","Student can list the factors of a natural number.","1","early","For 12, the student lists 1, 2, 3, 4, 6, 12.","Student lists multiples instead of factors, or misses a factor pair.","Give numbers. Ask the student to list all the factors of each.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N02","[]","Express a number as a product of factors","Student can express a natural number as a product of its factors.","2","middle","The student writes 24 as 4 x 6 and as 2 x 2 x 2 x 3.","Student gives a product that does not equal the number.","Give numbers. Ask the student to write each as a product of factors.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N02","[]","Identify multiples","Student can identify the multiples of a number.","3","middle","The student lists 6, 12, 18, 24 as multiples of 6.","Student lists factors instead of multiples.","Give a number. Ask the student to list its first several multiples.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N02","[]","Use a divisibility test","Student can use a divisibility test to check if a number is divisible by another.","4","middle","The student uses the digit-sum rule to show 132 is divisible by 3.","Student applies the wrong rule, or applies the rule incorrectly.","Give numbers and divisors. Ask the student to test divisibility.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N02","[]","Determine if one number divides another","Student can determine whether one number is divisible by another and justify it.","5","late","The student shows 96 is divisible by 8 because 8 x 12 = 96.","Student guesses without testing or justifying.","Pose divisibility questions. Ask the student to decide and justify each.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N03","[]","Compare fractions with the same denominator","Student can compare fractions with the same denominator.","1","early","The student says 5/8 is greater than 3/8.","Student compares the denominators instead of the numerators.","Give same-denominator fractions. Ask the student which is larger.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N03","[]","Compare fractions with related denominators","Student can compare fractions with related denominators using equivalence.","2","middle","The student says 2/3 is greater than 1/2 by finding sixths.","Student compares numerators or denominators directly without finding equivalents.","Give related-denominator fractions. Ask the student which is larger.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N03","[]","Order fractions","Student can order a set of fractions with related denominators.","3","middle","The student orders 1/2, 3/4, 2/3 correctly using a common denominator.","Student orders by numerator or denominator alone.","Give several fractions. Ask the student to order them.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N03","[]","Locate fractions on a number line","Student can locate fractions and mixed numerals on a number line.","4","middle","The student marks 1 and 1/4 and 3/4 in the right places.","Student spaces the fractions unequally or misplaces the mixed numeral.","Give a number line. Ask the student to mark several fractions and mixed numerals.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N03","[]","Convert between mixed and improper fractions","Student can convert between mixed numerals and improper fractions to help compare.","5","late","The student writes 2 and 1/3 as 7/3 to compare it with 5/3.","Student converts incorrectly, mishandling the whole number.","Give mixed and improper fractions. Ask the student to convert and compare.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N04","[]","Recognise 100% as the whole","Student can recognise that 100% represents one complete whole.","1","early","The student says 100% of a pizza is the whole pizza.","Student treats 100% as a quantity unrelated to the whole.","Pose situations. Ask the student what 100% of each means.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N04","[]","Connect a percentage to a fraction","Student can connect a common percentage to its fraction equivalent.","2","middle","The student says 25% is the same as 1/4.","Student writes 25% as 1/25.","Give common percentages. Ask the student for the fraction equivalent of each.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N04","[]","Connect a percentage to a decimal","Student can connect a common percentage to its decimal equivalent.","3","middle","The student says 50% is the same as 0.5.","Student writes 50% as 50.0 or 0.05.","Give common percentages. Ask the student for the decimal equivalent of each.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N04","[]","Use percentages to compare","Student can use percentages to compare relative sizes.","4","late","The student says scoring 80% is better than 7 out of 10 (70%).","Student compares the raw numbers without converting to a common base.","Pose comparisons. Ask the student to use percentages to decide.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N05","[]","Add fractions with the same denominator","Student can add fractions with the same denominator.","1","early","The student adds 2/5 and 1/5 to get 3/5.","Student adds the denominators as well, giving 3/10.","Pose same-denominator additions. Ask the student to solve each.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N05","[]","Subtract fractions with the same denominator","Student can subtract fractions with the same denominator.","2","middle","The student works 5/6 minus 2/6 to get 3/6.","Student subtracts the denominators too.","Pose same-denominator subtractions. Ask the student to solve each.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N05","[]","Add fractions with related denominators","Student can add fractions with related denominators by finding equivalents.","3","middle","For 1/2 plus 1/4, the student rewrites 1/2 as 2/4 to get 3/4.","Student adds without making the denominators the same.","Pose related-denominator additions. Ask the student to solve each.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N05","[]","Solve a fraction problem","Student can solve a practical problem involving adding or subtracting fractions.","4","late","For a recipe needing 1/2 and 1/4 cups, the student finds 3/4 of a cup total.","Student adds the numbers without treating them as fractions.","Pose practical fraction problems. Ask the student to solve each.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N06","[]","Multiply a larger number by a single digit","Student can multiply a three-digit number by a single digit.","1","early","For 253 x 4, the student partitions and finds 1012.","Student forgets to regroup, or multiplies only part of the number.","Pose larger-by-single-digit multiplications. Ask the student to solve.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N06","[]","Multiply by a two-digit number","Student can multiply a larger number by a two-digit number using partitioning or an area model.","2","middle","For 36 x 24, the student splits into parts to find 864.","Student multiplies by only one digit of the two-digit number.","Pose two-digit multiplications. Ask the student to solve using an area model.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N06","[]","Use a factor or doubling strategy","Student can use factors or doubling to multiply efficiently.","3","middle","For 253 x 4, the student doubles twice instead of multiplying by 4 directly.","Student doubles the wrong number of times or once only.","Pose multiplications suited to doubling or factors. Ask the student to solve efficiently.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N06","[]","Check the reasonableness of a product","Student can check whether a product is reasonable using estimation.","4","late","For 253 x 4, the student estimates 250 x 4 = 1000 and sees 1012 is reasonable.","Student accepts an unreasonable product without checking.","Give answered multiplications. Ask the student to estimate and judge each.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N07","[]","Solve a division with an efficient strategy","Student can solve a division problem using an efficient strategy.","1","early","For 156 divided by 4, the student uses known facts to find 39.","Student has no strategy for larger divisions.","Pose division problems. Ask the student to solve using an efficient strategy.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N07","[]","Interpret a remainder in context","Student can interpret a remainder according to the context of a problem.","2","middle","For '29 students in cars of 4', the student says 8 cars are needed.","Student gives the remainder as the answer without interpreting the context.","Pose division problems with remainders. Ask the student what the remainder means.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N07","[]","Express a remainder as a fraction or decimal","Student can express a remainder as a fraction or decimal where appropriate.","3","middle","For 13 divided by 4, the student gives 3 and 1/4 or 3.25.","Student writes the remainder as a whole number regardless of context.","Pose divisions that do not divide evenly. Ask the student to express the result suitably.","False","False","system_default","","","False","pending_review","",""
"","AC9M5N07","[]","Solve a practical division problem","Student can solve a practical division problem and express the result suitably.","4","late","Sharing $50 among 4, the student finds $12.50 each.","Student ignores the context when deciding how to express the result.","Pose practical division problems. Ask the student to solve and express each result.","False","False","system_default","","","False","pending_review","",""
