"id","homeDescriptorId","linkedDescriptorIds","name","description","sequenceOrder","difficultyStage","exampleOfSuccess","commonError","checkpointTask","isOptional","isArchived","ownerTier","copiedFromId","equivalentToId","suppressedByTeacher","icReadinessStatus","aiQualityFlags","reviewNotes"
"","AC9M6M01","[]","Convert between units of length","Student can convert between metric units of length.","1","early","The student converts 2.5 m to 250 cm.","Student multiplies when they should divide, or uses the wrong factor.","Pose length conversions. Ask the student to convert each.","False","False","system_default","","","False","pending_review","",""
"","AC9M6M01","[]","Convert between units of mass and capacity","Student can convert between metric units of mass and capacity.","2","middle","The student converts 1500 g to 1.5 kg and 2000 mL to 2 L.","Student uses the wrong conversion factor, or the wrong operation.","Pose mass and capacity conversions. Ask the student to convert each.","False","False","system_default","","","False","pending_review","",""
"","AC9M6M01","[]","Use the prefixes in metric units","Student can use the meaning of metric prefixes to reason about conversions.","3","middle","The student explains that kilo means a thousand, so 1 km is 1000 m.","Student memorises conversions without understanding the prefixes.","Ask the student to explain conversions using the meaning of the prefixes.","False","False","system_default","","","False","pending_review","",""
"","AC9M6M01","[]","Choose a decimal representation for a context","Student can choose and use a decimal representation of a measurement for a context.","4","late","The student records 125 cm as 1.25 m where metres suit the problem.","Student keeps an awkward unit that does not suit the context.","Pose measurement problems. Ask the student to choose a suitable decimal representation.","False","False","system_default","","","False","pending_review","",""
"","AC9M6M02","[]","Establish the area formula for a rectangle","Student can establish that the area of a rectangle is length times width.","1","early","Using grid paper, the student sees a 4 by 3 rectangle has 12 squares, so area is 4 x 3.","Student counts only the border, or adds the side lengths.","Use grid paper. Ask the student to find the rule connecting the sides to the area.","False","False","system_default","","","False","pending_review","",""
"","AC9M6M02","[]","Use the formula to find area","Student can use the area formula to find the area of a rectangle.","2","middle","For an 8 m by 5 m rectangle, the student finds 40 square metres.","Student adds the sides instead of multiplying.","Give rectangles with labelled sides. Ask the student to find the area.","False","False","system_default","","","False","pending_review","",""
"","AC9M6M02","[]","Solve a practical area problem","Student can use the area formula to solve a practical problem.","3","middle","The student finds how many tiles cover a floor using its area.","Student finds perimeter, or uses mismatched units.","Pose practical area problems. Ask the student to solve each.","False","False","system_default","","","False","pending_review","",""
"","AC9M6M02","[]","Compare lengths and areas","Student can compare how changing the sides affects the area.","4","late","The student notices doubling both sides makes the area four times as large.","Student assumes doubling the sides doubles the area.","Pose rectangles with changed sides. Ask the student to compare the areas.","False","False","system_default","","","False","pending_review","",""
"","AC9M6M03","[]","Read a timetable","Student can read a timetable to find departure and arrival times.","1","early","From a bus timetable, the student finds when the next bus leaves.","Student reads across the wrong row or column.","Give a timetable. Ask the student to find given times.","False","False","system_default","","","False","pending_review","",""
"","AC9M6M03","[]","Find the duration of a journey","Student can use a timetable to find the duration of a journey.","2","middle","The student finds a trip from 9:15 to 10:05 takes 50 minutes.","Student subtracts the digits without regard to 60 minutes in an hour.","Give a timetable. Ask the student to find journey durations.","False","False","system_default","","","False","pending_review","",""
"","AC9M6M03","[]","Plan a journey using timetables","Student can plan a journey involving one or more modes of transport using timetables.","3","middle","The student plans a trip with a bus then a train, allowing for the connection.","Student plans a connection that does not allow enough time.","Give timetables. Ask the student to plan a journey with a connection.","False","False","system_default","","","False","pending_review","",""
"","AC9M6M03","[]","Plan an itinerary","Student can create an itinerary of activities with durations.","4","late","The student builds a day plan with start times and durations that fit.","Student plans activities that overlap or leave gaps unaccounted for.","Ask the student to plan an itinerary of activities with times and durations.","False","False","system_default","","","False","pending_review","",""
"","AC9M6M04","[]","Use angles on a straight line","Student can use the fact that angles on a straight line sum to 180 degrees.","1","early","Given one angle of 110 degrees on a line, the student finds the other is 70.","Student assumes the angles are equal, or uses 360 instead of 180.","Pose angles on a straight line with one unknown. Ask the student to find it.","False","False","system_default","","","False","pending_review","",""
"","AC9M6M04","[]","Use angles at a point","Student can use the fact that angles at a point sum to 360 degrees.","2","middle","Given three angles at a point, the student finds the fourth.","Student uses 180 instead of 360 for angles at a point.","Pose angles at a point with one unknown. Ask the student to find it.","False","False","system_default","","","False","pending_review","",""
"","AC9M6M04","[]","Use vertically opposite angles","Student can use the fact that vertically opposite angles are equal.","3","middle","Where two lines cross, the student says the opposite angle is equal.","Student treats adjacent angles as equal instead of opposite ones.","Show crossing lines. Ask the student to find the vertically opposite angle.","False","False","system_default","","","False","pending_review","",""
"","AC9M6M04","[]","Find an unknown angle with reasoning","Student can determine an unknown angle and communicate the reasoning.","4","late","The student finds an unknown angle and explains which rule they used.","Student finds the angle but cannot explain the reasoning.","Pose angle problems. Ask the student to find the unknown and explain the reasoning.","False","False","system_default","","","False","pending_review","",""
