"id","homeDescriptorId","linkedDescriptorIds","name","description","sequenceOrder","difficultyStage","exampleOfSuccess","commonError","checkpointTask","isOptional","isArchived","ownerTier","copiedFromId","equivalentToId","suppressedByTeacher","icReadinessStatus","aiQualityFlags","reviewNotes"
"","AC9M4ST01","[]","Collect data with a digital tool","Student can collect data for a categorical or numerical variable using a digital tool.","1","early","The student uses a class poll or spreadsheet to gather responses.","Student collects data inconsistently or loses responses.","Ask the student to collect a small data set using a digital tool.","False","False","system_default","","","False","pending_review","",""
"","AC9M4ST01","[]","Make a many-to-one pictograph","Student can make a pictograph where one symbol represents more than one item, with a key.","2","middle","The student makes a pictograph where one symbol stands for 5, with a key.","Student treats each symbol as one item, ignoring the scale.","Give a data set. Ask the student to make a many-to-one pictograph with a key.","False","False","system_default","","","False","pending_review","",""
"","AC9M4ST01","[]","Make a column graph with a scale","Student can make a column graph with a suitable scale.","3","middle","The student makes a column graph with a scale of 2 and labelled axes.","Student uses a scale of 1 for large data, or an uneven scale.","Give a data set with larger values. Ask the student to make a column graph.","False","False","system_default","","","False","pending_review","",""
"","AC9M4ST01","[]","Interpret a many-to-one display","Student can read and interpret a many-to-one display using its key or scale.","4","late","Using the key, the student reads that a row of 4 symbols means 20.","Student reads the symbols as ones, ignoring the key.","Show a many-to-one display. Ask the student to read and interpret the values.","False","False","system_default","","","False","pending_review","",""
"","AC9M4ST02","[]","Suggest questions a display answers","Student can suggest questions that a given data display can answer.","1","early","Shown a graph, the student asks 'Which was most popular?'","Student asks a question the display cannot answer.","Show a display. Ask the student what questions it could answer.","False","False","system_default","","","False","pending_review","",""
"","AC9M4ST02","[]","Compare two displays of the same data","Student can compare two displays of the same data and describe differences.","2","middle","The student says the column graph shows the totals more clearly than the table.","Student describes one display without comparing.","Show two displays of the same data. Ask the student to compare them.","False","False","system_default","","","False","pending_review","",""
"","AC9M4ST02","[]","Describe the shape of the data","Student can describe the shape of a data distribution, such as where most values fall.","3","middle","The student says most students scored in the middle, with few at the ends.","Student reads single values without describing the overall shape.","Show a data display. Ask the student to describe where most of the data falls.","False","False","system_default","","","False","pending_review","",""
"","AC9M4ST02","[]","Judge which display suits the data","Student can judge which display is most suitable for a data set and explain why.","4","late","The student says a column graph suits comparing categories better than a list.","Student picks a display with no reason, or one that hides the comparison.","Show a data set and options. Ask the student which display suits it and why.","False","False","system_default","","","False","pending_review","",""
"","AC9M4ST03","[]","Design a survey","Student can design a survey to collect data for an investigation.","1","early","The student writes a clear survey question with set response options.","Student writes a vague or leading question.","Ask the student to design a survey question for an investigation.","False","False","system_default","","","False","pending_review","",""
"","AC9M4ST03","[]","Collect and record data digitally","Student can collect survey data and record it using a digital tool.","2","middle","The student records responses in a spreadsheet as they come in.","Student records data in a way that cannot be totalled.","Have the student run a survey and record the data digitally.","False","False","system_default","","","False","pending_review","",""
"","AC9M4ST03","[]","Display the investigation data","Student can display the data from their investigation suitably.","3","middle","The student makes a column graph of the survey results.","Student chooses a display that does not suit the data.","Ask the student to display their investigation data.","False","False","system_default","","","False","pending_review","",""
"","AC9M4ST03","[]","Communicate the findings","Student can interpret and communicate the results of their investigation in context.","4","late","The student says 'most chose the comedy, so that is the class movie'.","Student reports numbers without answering the investigation question.","After the investigation, ask the student what the data shows about the question.","False","False","system_default","","","False","pending_review","",""
