"id","homeDescriptorId","linkedDescriptorIds","name","description","sequenceOrder","difficultyStage","exampleOfSuccess","commonError","checkpointTask","isOptional","isArchived","ownerTier","copiedFromId","equivalentToId","suppressedByTeacher","icReadinessStatus","aiQualityFlags","reviewNotes"
"","AC9M6SP01","[]","Identify the cross-section of a prism","Student can identify the cross-section of a right prism.","1","early","The student says a triangular prism has a triangular cross-section.","Student names a face that is not the constant cross-section.","Show prisms. Ask the student to identify the cross-section of each.","False","False","system_default","","","False","pending_review","",""
"","AC9M6SP01","[]","Recognise a constant cross-section","Student can recognise that a right prism has the same cross-section along its length.","2","middle","The student says slicing a cylinder gives the same circle each time.","Student thinks the cross-section changes along the object.","Show objects. Ask the student which have a constant cross-section.","False","False","system_default","","","False","pending_review","",""
"","AC9M6SP01","[]","Relate a cross-section to a prism","Student can relate a given cross-section to the right prism it forms.","3","middle","The student says a hexagonal cross-section forms a hexagonal prism.","Student cannot link the cross-section shape to the prism name.","Show cross-sections. Ask the student to name the prism each forms.","False","False","system_default","","","False","pending_review","",""
"","AC9M6SP01","[]","Draw the cross-section of an object","Student can draw the shape resulting from slicing an object.","4","late","The student draws the rectangle made by slicing a rectangular prism.","Student draws a face rather than the cross-section from the slice.","Show an object and a slice. Ask the student to draw the resulting cross-section.","False","False","system_default","","","False","pending_review","",""
"","AC9M6SP02","[]","Plot a point in the four quadrants","Student can plot a point in any of the four quadrants of the Cartesian plane.","1","early","The student plots (minus 3, 2) in the second quadrant.","Student ignores the signs and plots in the first quadrant.","Give coordinates with positive and negative values. Ask the student to plot each.","False","False","system_default","","","False","pending_review","",""
"","AC9M6SP02","[]","Read coordinates in the four quadrants","Student can read the coordinates of a point in any quadrant.","2","middle","The student reads a point in the third quadrant as (minus 2, minus 4).","Student gives the coordinates in the wrong order or with the wrong signs.","Mark points in different quadrants. Ask the student to read the coordinates.","False","False","system_default","","","False","pending_review","",""
"","AC9M6SP02","[]","Describe how coordinates change with movement","Student can describe how the coordinates change when a point is moved.","3","middle","The student says moving a point 3 left decreases the first coordinate by 3.","Student changes the wrong coordinate, or the wrong direction.","Move a point on the plane. Ask the student to describe the change in coordinates.","False","False","system_default","","","False","pending_review","",""
"","AC9M6SP02","[]","Draw a polygon from coordinates","Student can plot a set of coordinates and join them to draw a polygon.","4","late","The student plots four points and joins them to draw a rectangle.","Student plots points incorrectly so the polygon is wrong.","Give a list of coordinates. Ask the student to plot and join them.","False","False","system_default","","","False","pending_review","",""
"","AC9M6SP03","[]","Identify transformations in a tessellation","Student can identify the transformations used in a tessellating pattern.","1","early","The student says a pattern uses reflections and translations.","Student names transformations not present, or misses one.","Show tessellating patterns. Ask the student which transformations each uses.","False","False","system_default","","","False","pending_review","",""
"","AC9M6SP03","[]","Create a tessellation","Student can create a tessellating pattern using a shape.","2","middle","The student tessellates a shape with no gaps or overlaps.","Student leaves gaps or overlaps the shapes.","Give a shape. Ask the student to create a tessellation with it.","False","False","system_default","","","False","pending_review","",""
"","AC9M6SP03","[]","Use combinations of transformations","Student can use combinations of transformations to make a pattern.","3","middle","The student combines a rotation and a translation to make a pattern.","Student uses a single transformation, or applies them inconsistently.","Ask the student to make a pattern using two or more transformations.","False","False","system_default","","","False","pending_review","",""
"","AC9M6SP03","[]","Design a pattern or logo with transformations","Student can design a geometric pattern or logo using transformations.","4","late","The student designs a logo by reflecting and rotating one shape.","Student arranges shapes without using transformations.","Ask the student to design a pattern or logo using transformations of one shape.","False","False","system_default","","","False","pending_review","",""
