"id","homeDescriptorId","linkedDescriptorIds","name","description","sequenceOrder","difficultyStage","exampleOfSuccess","commonError","checkpointTask","isOptional","isArchived","ownerTier","copiedFromId","equivalentToId","suppressedByTeacher","icReadinessStatus","aiQualityFlags","reviewNotes"
"","AC9M3N01","[]","Read a numeral beyond 10 000","Student can read a natural number beyond 10 000 written as a numeral.","1","early","Shown 24 580, the student reads it as 'twenty-four thousand, five hundred and eighty'.","Student reads digit by digit, or ignores the thousands grouping.","Show numerals beyond 10 000 with spaced thousands. Ask the student to read each aloud.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N01","[]","Write a numeral beyond 10 000","Student can write a numeral beyond 10 000 from its number name, using correct spacing.","2","early","Hearing 'thirty-two thousand and seven', the student writes 32 007.","Student leaves out the place-holding zeros, writing 327 for 'thirty-two thousand and seven'.","Say several numbers beyond 10 000. Ask the student to write each numeral with correct spacing.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N01","[]","State the value of each digit","Student can state the place value of each digit in a number beyond 10 000.","3","middle","In 47 130, the student says the 7 stands for 7 thousand.","Student names the digit but not its place value, or counts places from the wrong end.","Point to digits in a 5-digit number. Ask the student the value of each.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N01","[]","Order numbers beyond 10 000","Student can order a set of numbers beyond 10 000 from smallest to largest.","4","middle","Given 12 500, 21 050, 12 050, the student orders 12 050, 12 500, 21 050.","Student orders by length of numeral or by leading digit only.","Give five numbers beyond 10 000. Ask the student to order them.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N01","[]","Rename using place value","Student can rename a number across place values using materials or a place value chart.","5","middle","The student shows 1 300 as 13 hundreds, moving materials on a place value model.","Student thinks renaming changes the total, or cannot regroup across a place.","Pose a renaming task (how many hundreds in 1 300). Ask the student to show it.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N01","[]","Find one more across a boundary","Student can name the number that is one more than numbers ending in 9s, such as 99, 199, 1 009, 9 999.","6","late","Asked one more than 9 999, the student says 10 000.","Student cannot cross multiple boundaries at once, saying 9 9910 or similar.","Ask one more than 99, 199, 1 009 and 9 999.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N02","[]","Recognise a unit fraction as an equal part","Student can recognise that a unit fraction such as 1/4 is one of a number of equal parts of a whole.","1","early","Shown a shape split into 4 equal parts, the student says one part is one quarter.","Student calls any one piece a quarter even when the parts are unequal.","Show shapes split into equal and unequal parts. Ask the student which show quarters.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N02","[]","Name unit fractions","Student can name the unit fractions 1/2, 1/3, 1/4, 1/5 and 1/10.","2","early","Shown a tenth of a strip, the student names it one tenth.","Student names by the number of pieces shaded rather than the size of the part.","Show unit fractions of strips or shapes. Ask the student to name each.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N02","[]","Represent a fraction in different ways","Student can represent a unit fraction or its multiple in different ways, such as on a number line, area model or set.","3","middle","The student shows 3/4 as shaded parts of a shape and as a point on a number line.","Student can show a fraction one way only, or mislabels the number line.","Ask the student to show 3/4 in two different ways.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N02","[]","Show multiples of a unit fraction","Student can show multiples of a unit fraction, such as 2/5 or 3/4.","4","middle","For 3/5, the student shades 3 of 5 equal parts.","Student shades the wrong number of parts, or makes the parts unequal.","Name several fractions (2/4, 3/5, 7/10). Ask the student to show each.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N02","[]","Combine fractions to make a whole","Student can combine fractions with the same denominator to complete a whole.","5","middle","The student says 1/4 and 1/4 and 1/4 and 1/4 make one whole.","Student adds the denominators as well, giving 4/16 for four quarters.","Pose 'how many quarters make a whole' and similar for fifths and tenths.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N02","[]","Connect fractions to sharing","Student can connect a sharing situation to a fraction.","6","late","Sharing 1 sandwich between 4 people, the student says each gets one quarter.","Student shares unequally, or does not name the share as a fraction.","Pose equal-sharing situations. Ask the student what fraction each share is.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N03","[]","Add two- and three-digit numbers without regrouping","Student can add two- and three-digit numbers that do not require regrouping, using place value.","1","early","For 234 + 145, the student adds hundreds, tens and ones to get 379.","Student adds digits across columns incorrectly, or lines up the numbers wrongly.","Pose additions with no regrouping. Ask the student to solve using place value.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N03","[]","Add with regrouping","Student can add two- and three-digit numbers that require regrouping a ten or hundred.","2","middle","For 167 + 256, the student regroups ten ones and ten tens to get 423.","Student writes a two-digit number in a single column instead of regrouping.","Pose additions needing regrouping. Ask the student to solve and explain the regrouping.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N03","[]","Subtract with regrouping","Student can subtract two- and three-digit numbers that require regrouping.","3","middle","For 503 - 168, the student regroups to subtract and gets 335.","Student subtracts the smaller digit from the larger in each column regardless of position.","Pose subtractions needing regrouping. Ask the student to solve and explain it.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N03","[]","Partition to add or subtract","Student can partition numbers by place value to add or subtract.","4","middle","For 320 + 450, the student adds 300+400 and 20+50 to get 770.","Student partitions inconsistently or loses a part when recombining.","Pose additions and subtractions. Ask the student to solve by partitioning.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N03","[]","Use the inverse to check","Student can use the inverse relationship to check an addition or subtraction.","5","late","After working 423 - 168 = 255, the student checks with 255 + 168 = 423.","Student repeats the same operation to check rather than using the inverse.","After the student solves a subtraction, ask them to check it using addition.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N03","[]","Use a constant-difference strategy","Student can adjust both numbers by the same amount to make a subtraction easier.","6","late","For 403 - 198, the student adds 2 to both to get 405 - 200 = 205.","Student adjusts only one number, changing the answer.","Pose subtractions near a round number. Ask the student to make them easier and solve.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N04","[]","Represent multiplication as equal groups","Student can represent a multiplication as a number of equal groups.","1","early","For 4 groups of 3, the student makes 4 groups of 3 counters and says 12.","Student makes groups of unequal size, or counts groups instead of objects.","Pose multiplications as equal groups. Ask the student to model and find the total.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N04","[]","Use an array for multiplication","Student can represent a multiplication as an array of rows and columns.","2","early","For 3 x 5, the student makes 3 rows of 5 and says 15.","Student miscounts the array, or confuses rows and columns.","Pose multiplications. Ask the student to build an array and find the total.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N04","[]","Write a multiplication number sentence","Student can write a multiplication number sentence for a situation.","3","middle","For 6 bags of 4 apples, the student writes 6 x 4 = 24.","Student writes an addition sentence, or the wrong factors.","Pose grouping situations. Ask the student to write a multiplication sentence.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N04","[]","Divide by sharing","Student can solve a division by sharing into equal groups.","4","middle","Sharing 18 between 3, the student finds 6 each.","Student leaves a remainder unshared when it should be shared, or shares unevenly.","Pose sharing problems. Ask the student to solve and write what each gets.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N04","[]","Divide by grouping","Student can solve a division by making equal groups of a set size.","5","middle","For how many teams of 4 from 20, the student finds 5 teams.","Student answers how many in each group instead of how many groups.","Pose grouping problems. Ask the student how many groups.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N04","[]","Connect multiplication and division","Student can use the link between multiplication and division to solve a problem.","6","late","Knowing 4 x 6 = 24, the student says 24 divided by 6 = 4.","Student treats multiplication and division as unrelated.","Give a multiplication fact. Ask the student to state a related division fact.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N05","[]","Estimate the size of a collection","Student can estimate the number of objects in a collection.","1","early","Glancing at a jar, the student estimates about 50 counters.","Student guesses wildly with no reference, or insists on counting exactly.","Show collections. Ask the student to estimate how many before counting.","False","False","system_default","","","False","pending_review","",""
"","AC9M3N05","[]","Estimate using a known amount","Student can use a known quantity as a benchmark to estimate a larger one.","2","middle","Knowing one handful is about 10, the student estimates 5 handfuls is about 50.","Student does not use the benchmark, or multiplies incorrectly.","Give a benchmark amount. Ask the student to estimate a larger collection using it.","False","False","system_default","","","False","pending_review","",""
