"id","homeDescriptorId","linkedDescriptorIds","name","description","sequenceOrder","difficultyStage","exampleOfSuccess","commonError","checkpointTask","isOptional","isArchived","ownerTier","copiedFromId","equivalentToId","suppressedByTeacher","icReadinessStatus","aiQualityFlags","reviewNotes"
"","AC9M3M01","[]","Choose the right metric unit","Student can identify which metric unit is used to measure a familiar item.","1","early","The student says milk is measured in litres and a person's mass in kilograms.","Student mixes up units, such as measuring length in grams.","Name everyday items. Ask the student which metric unit measures each.","False","False","system_default","","","False","pending_review","",""
"","AC9M3M01","[]","Use a benchmark to estimate","Student can use a known benchmark, such as 1 kg or 1 litre, to estimate a measure.","2","middle","Knowing a bottle holds 1 litre, the student estimates a jug holds about 2 litres.","Student estimates with no reference point.","Give a benchmark item. Ask the student to estimate a related measure using it.","False","False","system_default","","","False","pending_review","",""
"","AC9M3M01","[]","Estimate a length using a known length","Student can estimate a length by comparing to a known one.","3","middle","Knowing a friend is about 1 metre, the student estimates a tree is about 5 metres.","Student estimates without using the comparison.","Pose a length to estimate and give a benchmark. Ask the student to estimate.","False","False","system_default","","","False","pending_review","",""
"","AC9M3M01","[]","Choose units to estimate a space","Student can choose and use suitable units to estimate the dimensions of a space.","4","late","The student uses metres to estimate the length of the classroom.","Student chooses a unit that is too small or too large for the task.","Ask the student to estimate the dimensions of the room and say what units they used.","False","False","system_default","","","False","pending_review","",""
"","AC9M3M02","[]","Measure length with a ruler or tape","Student can measure the length of an object using a ruler or tape with labelled markings.","1","early","The student measures a book as 24 cm, lining up the zero mark.","Student starts from the end of the ruler rather than the zero mark.","Give objects and a ruler. Ask the student to measure each in centimetres.","False","False","system_default","","","False","pending_review","",""
"","AC9M3M02","[]","Measure mass with scales","Student can measure the mass of an object using kitchen scales.","2","early","The student reads the scale to find a parcel is 300 grams.","Student misreads the scale markings between numbers.","Give objects and scales. Ask the student to measure the mass of each.","False","False","system_default","","","False","pending_review","",""
"","AC9M3M02","[]","Measure capacity with a jug","Student can measure capacity using a measuring jug with labelled markings.","3","middle","The student pours water to the 250 mL mark.","Student reads the jug at eye level incorrectly or ignores the markings.","Give a jug and containers. Ask the student to measure how much each holds.","False","False","system_default","","","False","pending_review","",""
"","AC9M3M02","[]","Read labelled markings accurately","Student can read the value at a point between labelled markings on an instrument.","4","middle","On a ruler, the student reads a point between 6 and 7 cm as 6 and a half cm.","Student rounds to the nearest labelled number instead of reading between.","Point to values between markings on a ruler or scale. Ask the student to read each.","False","False","system_default","","","False","pending_review","",""
"","AC9M3M02","[]","Compare measures in the same unit","Student can compare two objects by measuring both in the same unit.","5","late","Measuring two ribbons as 18 cm and 25 cm, the student says the second is longer.","Student compares measurements taken in different units directly.","Give pairs of objects. Ask the student to measure both and compare.","False","False","system_default","","","False","pending_review","",""
"","AC9M3M03","[]","Relate units of time","Student can use the relationships between days, hours, minutes and seconds.","1","early","The student says there are 60 seconds in a minute and 60 minutes in an hour.","Student confuses the relationships, such as 100 seconds in a minute.","Ask the student how many seconds in a minute, minutes in an hour, hours in a day.","False","False","system_default","","","False","pending_review","",""
"","AC9M3M03","[]","Estimate the duration of an event","Student can estimate how long an everyday event takes in suitable units.","2","middle","The student estimates reading a page takes about 2 minutes.","Student estimates in units that do not suit the event.","Name events. Ask the student to estimate how long each takes.","False","False","system_default","","","False","pending_review","",""
