"id","homeDescriptorId","linkedDescriptorIds","name","description","sequenceOrder","difficultyStage","exampleOfSuccess","commonError","checkpointTask","isOptional","isArchived","ownerTier","copiedFromId","equivalentToId","suppressedByTeacher","icReadinessStatus","aiQualityFlags","reviewNotes"
"","AC9M1N01","[]","Read and say a two-digit numeral","Student can read a written two-digit numeral to 120 and say its number name correctly.","1","early","Shown the numeral 47 on a card, the student says 'forty-seven'.","Student reverses teen numbers, reading 14 as 'forty-one', or reads each digit separately ('four, seven').","Show eight numeral cards including teens (13, 15) and others (47, 90, 108). Ask the student to read each aloud.","False","False","system_default","","","False","pending_review","",""
"","AC9M1N01","[]","Write a numeral to 120 from its name","Student can write the correct numeral when a number to 120 is said aloud.","2","early","Hearing 'eighty-three', the student writes 83.","Student writes teen numbers reversed (writes 41 for 'fourteen'), or writes hundreds literally (1009 for 'one hundred and nine').","Say six numbers including a teen, a decade and one over 100 (16, 60, 109). Ask the student to write each numeral.","False","False","system_default","","","False","pending_review","",""
"","AC9M1N01","[]","Match a numeral to how many","Student can match a numeral to a collection or representation showing that many.","3","early","Given the numeral 36 and groups of materials, the student points to the set showing 3 tens and 6 ones.","Student matches by the first digit only, or counts every object by ones and loses track past 20.","Lay out three numeral cards and three collections (24, 36, 41). Ask the student to pair each numeral with its quantity.","False","False","system_default","","","False","pending_review","",""
"","AC9M1N01","[]","Represent a number with tens and ones","Student can show a given two-digit number using grouped materials, such as bundles of ten and single ones or base-10 blocks.","4","middle","Asked to show 52, the student sets out 5 ten-bundles and 2 ones.","Student lays out the digits as loose counts (5 ones and 2 ones) without grouping into tens.","Name three numbers (28, 40, 63). Ask the student to build each with bundling sticks or base-10 blocks.","False","False","system_default","","","False","pending_review","",""
"","AC9M1N01","[]","Place a number on a number line or track","Student can place or locate a number to 120 on a number line, number track or hundreds chart.","5","middle","Given a 0 to 120 track, the student points near 75 and explains it is past the halfway point.","Student counts every space from zero each time, or ignores the scale and places by guess.","Provide a number track and a hundreds chart. Ask the student to find 58, then 90, on each.","False","False","system_default","","","False","pending_review","",""
"","AC9M1N01","[]","Order numbers to 120","Student can order a set of numbers to 120 from smallest to largest.","6","middle","Given cards 19, 91, 13, 31, the student arranges them 13, 19, 31, 91.","Student orders by first digit only (places 91 before 19), or by the digit that looks bigger.","Give five mixed cards including a teen-and-reverse pair (17, 71). Ask the student to order them smallest to largest.","False","False","system_default","","","False","pending_review","",""
"","AC9M1N01","[]","Say the number before and after, across tens","Student can say the number just before and just after a given number to 120, including across tens and hundreds boundaries.","7","late","Asked what comes after 79, the student says 80; after 99, says 100.","Student says 'seventy-ten' after 79, or cannot cross the boundary at 100.","Ask for before and after of four numbers chosen at boundaries (30, 79, 100, 120).","False","False","system_default","","","False","pending_review","","Cross-descriptor candidate: connects to AC9M1N03 (skip counting and decade boundaries). Teacher may link after review."
"","AC9M1N02","[]","Split a number to 10 into two parts","Student can split a quantity up to 10 into two parts and name both parts (part-part-whole).","1","early","Given 7 counters, the student separates them into 4 and 3 and says 'four and three make seven'.","Student names only one part, or the two parts do not recombine to the whole.","Give the student 6, then 9 counters. Ask them to break each into two parts and name both parts.","False","False","system_default","","","False","pending_review","",""
"","AC9M1N02","[]","Show different ways to make a number to 10","Student can show more than one way to split the same number to 10 into two parts.","2","early","For 8, the student shows 7 and 1, then 5 and 3, then 4 and 4.","Student repeats the same split with the parts swapped and counts it as a new way (4 and 3, then 3 and 4).","Ask the student to find at least three different ways to make 8 with two parts, using counters.","False","False","system_default","","","False","pending_review","",""
"","AC9M1N02","[]","Partition a two-digit number into tens and ones","Student can partition a two-digit number into its tens and ones using materials and words.","3","middle","For 24, the student makes 2 tens and 4 ones and says '24 is 20 and 4'.","Student treats the digits as separate small numbers (2 and 4) rather than 20 and 4.","Name three two-digit numbers (31, 47, 60). Ask the student to partition each into tens and ones.","False","False","system_default","","","False","pending_review","",""
