"id","homeDescriptorId","linkedDescriptorIds","name","description","sequenceOrder","difficultyStage","exampleOfSuccess","commonError","checkpointTask","isOptional","isArchived","ownerTier","copiedFromId","equivalentToId","suppressedByTeacher","icReadinessStatus","aiQualityFlags","reviewNotes"
"","AC9M1SP01","[]","Name familiar shapes","Student can name familiar two-dimensional shapes such as circle, triangle, square, rectangle and oval.","1","early","Shown a set of shape cards, the student names the circle, triangle, square and rectangle.","Student calls any four-sided shape a square, or any round shape a circle.","Show shape cards including a square and a non-square rectangle, and a circle and an oval. Ask the student to name each.","False","False","system_default","","","False","pending_review","",""
"","AC9M1SP01","[]","Recognise shapes in the environment","Student can find and name familiar shapes in objects around them.","2","early","The student points out that a clock is a circle, a window is a rectangle and a slice of toast can be a square.","Student only recognises shapes on flat cards and does not connect them to real objects.","Ask the student to find and name three familiar shapes in objects around the room.","False","False","system_default","","","False","pending_review","",""
"","AC9M1SP01","[]","Make a familiar shape","Student can make a familiar shape by drawing, using materials, or combining other shapes.","3","middle","The student makes a triangle with three craft sticks, or draws a rectangle.","Student makes a shape with the wrong number of sides or corners, such as a four-sided 'triangle'.","Ask the student to make a square and a triangle using sticks or by drawing.","False","False","system_default","","","False","pending_review","",""
"","AC9M1SP01","[]","Sort shapes by an obvious feature","Student can sort a collection of shapes into groups by an obvious feature, such as number of sides or straight versus curved edges.","4","middle","The student sorts shapes into 'straight sides' and 'curved sides', putting circles and ovals together.","Student sorts by colour or size instead of by a shape feature.","Give a mixed set of shapes. Ask the student to sort them by a shape feature and say their rule.","False","False","system_default","","","False","pending_review","",""
"","AC9M1SP01","[]","Describe a shape by its features","Student can describe a shape by features such as the number of sides and corners, including identifying a shape by feel.","5","middle","Feeling a shape hidden in a bag, the student says it has three straight sides and three corners, so it is a triangle.","Student describes a shape only by what it looks like ('like a roof') rather than by sides and corners.","Put shapes in a bag. Ask the student to feel one and describe its sides and corners before naming it.","False","False","system_default","","","False","pending_review","",""
"","AC9M1SP01","[]","Compare two shapes","Student can compare two shapes and say how they are the same and how they are different.","6","late","Comparing a square and a rectangle, the student says both have four straight sides and four corners, but the rectangle is longer than it is wide.","Student lists features of each shape separately without comparing, or notices only differences.","Give the student two shapes. Ask them to say one way they are the same and one way they are different.","False","False","system_default","","","False","pending_review","",""
"","AC9M1SP01","[]","Compare objects built from the same blocks","Student can compare different objects built from the same number of blocks and describe how they differ.","7","late","Using six blocks each, the student builds a tall tower and a flat row and says they used the same blocks but look different.","Student thinks the object with more blocks visible from the front has more blocks overall.","Give the student blocks. Ask them to build two different objects with the same number and compare them.","False","False","system_default","","","False","pending_review","","From elaboration 3. Introduces 3D object comparison alongside 2D shape work."
"","AC9M1SP02","[]","Follow a single direction","Student can follow a single positional or directional instruction, such as forwards, backwards, left or right.","1","early","Told to take two steps forwards, the student does so.","Student confuses left and right, or moves in a random direction.","Give the student single movement instructions (forwards, back, left, right). Check they follow each.","False","False","system_default","","","False","pending_review","",""
"","AC9M1SP02","[]","Describe where something is","Student can use positional language such as next to, behind, in front of and between to say where something is.","2","early","The student says the ball is under the table and the bag is next to the door.","Student uses vague words like 'there' instead of positional language.","Place objects around the room. Ask the student to describe where each one is.","False","False","system_default","","","False","pending_review","",""
"","AC9M1SP02","[]","Follow a sequence of directions","Student can follow a set of two or more directions in order to reach a location.","3","middle","Following 'forwards three, turn left, forwards two', the student arrives at the right spot.","Student follows the steps out of order, or carries out only the first instruction.","Give the student a short sequence of directions to a target. Check they follow them in order.","False","False","system_default","","","False","pending_review","",""
"","AC9M1SP02","[]","Give directions to move someone","Student can give clear directions for another person or object to move to a location.","4","middle","The student directs a partner 'forwards, forwards, turn right, stop' to reach the door.","Student gives directions that are unclear or leave out a step, so the partner cannot follow them.","Ask the student to direct a partner or a toy to a target using their own instructions.","False","False","system_default","","","False","pending_review","",""
"","AC9M1SP02","[]","Use ordinal and positional language in a line","Student can use ordinal language (first, second, third, last) and positional language to place or describe people in a line.","5","middle","The student places themselves third in line and says who is first and who is last.","Student miscounts the position, or confuses ordinal words such as second and third.","Line up a group. Ask the student to say who is first, third and last, and to stand in a named position.","False","False","system_default","","","False","pending_review","",""
"","AC9M1SP02","[]","Create and follow an algorithm of moves","Student can create a set of step-by-step instructions (an algorithm) to move an object to a target, and follow it.","6","late","The student writes or arranges arrow cards to move a toy through a maze, then follows the steps to check it works.","Student writes steps that skip a move or point the wrong way, and does not test whether the steps reach the target.","Give the student a start and a target. Ask them to make a set of move instructions and test that it works.","False","False","system_default","","","False","pending_review","","From elaboration 2. Algorithm language connects to Digital Technologies but sits within this Maths descriptor."
