"id","homeDescriptorId","linkedDescriptorIds","name","description","sequenceOrder","difficultyStage","exampleOfSuccess","commonError","checkpointTask","isOptional","isArchived","ownerTier","copiedFromId","equivalentToId","suppressedByTeacher","icReadinessStatus","aiQualityFlags","reviewNotes"
"","AC9M1M01","[]","Compare two objects directly by length","Student can directly compare the length of two objects by lining them up at one end, and say which is longer or shorter.","1","early","Given two pencils, the student lines up their ends and says the red one is longer.","Student compares without lining up the ends, judging by where the tops finish regardless of the starting point.","Give the student pairs of objects of similar length. Ask which is longer and watch whether they align the ends.","False","False","system_default","","","False","pending_review","",""
"","AC9M1M01","[]","Compare two objects by mass","Student can compare the mass of two objects by hefting (holding one in each hand) or using a balance, and say which is heavier or lighter.","2","early","Holding a rock and a sponge, the student says the rock is heavier; checks with a balance and the heavier side goes down.","Student assumes the bigger object is always heavier, ignoring what a balance or hefting shows.","Give the student pairs including a small-heavy and large-light object. Ask which is heavier and to check on a balance.","False","False","system_default","","","False","pending_review","",""
"","AC9M1M01","[]","Compare the capacity of two containers","Student can compare which of two containers holds more by filling one and pouring into the other.","3","early","Filling a short wide cup and pouring it into a tall thin glass, the student sees it overflows and says the cup holds more.","Student judges by height alone, assuming the taller container always holds more.","Give two containers of different shapes. Ask the student to find which holds more by pouring sand or water.","False","False","system_default","","","False","pending_review","",""
"","AC9M1M01","[]","Compare two lengths indirectly","Student can compare the length of two objects that cannot be moved together, using a piece of string or a third object as a go-between.","4","middle","To compare a doorway and a shelf, the student cuts string to the doorway width and carries it to the shelf to compare.","Student tries to remember the size rather than using the string, or stretches the string differently each time.","Name two fixed objects in the room. Ask the student to compare their length using a piece of string.","False","False","system_default","","","False","pending_review","",""
"","AC9M1M01","[]","Order three or more objects by an attribute","Student can order three or more objects from least to most by length, mass or capacity.","5","middle","Given three ribbons, the student lines up their ends and arranges them shortest to longest.","Student orders by comparing only neighbouring pairs and misplaces one, or does not use a consistent starting point.","Give the student three or four objects. Ask them to put them in order by length, then by mass.","False","False","system_default","","","False","pending_review","",""
"","AC9M1M01","[]","Compare the duration of two events","Student can compare two events and say which takes longer.","6","middle","The student says brushing teeth takes less time than eating lunch.","Student judges by how much they enjoy the event rather than how long it lasts.","Name pairs of familiar events. Ask the student which one takes longer.","False","False","system_default","","","False","pending_review","",""
"","AC9M1M01","[]","Explain the reasoning for a comparison","Student can explain how they know which object is longer, heavier or holds more, referring to the comparison they made.","7","late","The student says 'the blue ribbon is longer because when I lined them up at the same end, it stuck out past the red one'.","Student states the answer but cannot explain the comparison, or gives a reason unrelated to the measuring.","After any comparison, ask the student to explain how they know, listening for reference to lining up, balancing or pouring.","False","False","system_default","","","False","pending_review","","Serves the 'communicating reasoning' clause of the achievement standard, which is explicit in Y1-AS-03."
"","AC9M1M02","[]","Measure length with units end-to-end","Student can measure the length of an object by laying informal units end to end along it and counting how many.","1","early","The student lays paperclips along a pencil with no gaps and counts 6 paperclips long.","Student counts the units incorrectly, or starts measuring partway along instead of at one end.","Give the student an object and identical units (blocks or paperclips). Ask them to measure its length and say how many units.","False","False","system_default","","","False","pending_review","",""
"","AC9M1M02","[]","Recognise units must be the same size","Student can recognise that the units used to measure must all be the same size for the count to be fair.","2","early","Shown a length measured with mixed big and small blocks, the student says it is not fair because the blocks are different sizes.","Student measures happily with a mix of unit sizes and does not see a problem.","Show the student a length measured with mixed-size units. Ask whether that is a fair way to measure and why.","False","False","system_default","","","False","pending_review","",""
"","AC9M1M02","[]","Lay units with no gaps or overlaps","Student can place units end to end with no gaps between them and no overlaps.","3","middle","Measuring a book, the student places each block touching the next, with none on top of another and no spaces.","Student leaves gaps between units or overlaps them, giving a wrong count.","Watch the student measure an object with units. Check whether they leave gaps or overlaps.","False","False","system_default","","","False","pending_review","",""
